PRODUCT_ID,PRODUCT_DESCRIPTION
321,GAF Seal-A-Ridge Asphalt Hip & Ridge Cap Shingles - Lifetime Limited Warranty Mission Brown 0850477 (1 BD/25 LF)
322,Cadet 12 in. Antimicrobial 2-Piece 1.28 GPF Single Flush Chair Height Round Toilet with Slow Close Seat in White
323,Lift and Turn Bath Tub Drain Trim Kit with Overflow in Brushed Nickel
324,6 in. x 6 in. x 10 ft. 2 Pressure-Treated Ground Contact Southern Pine Timber Wood Post
325,Collated Cortex Hidden Fastening System for Fiberon ArmorGuard Decking - 2-1/2in screws and plugs in Coastal Gray (50LF)
326,14 in. x 4 in. Steel Return Air Grille in White
327,1 in. x 4 in. x 16 ft. Radiata Pine Finger Primed Softwood Boards
328,R-30 Faced Fiberglass Insulation Batt 16 in. x 48 in. (1 Bag)
329,2-3/8 in. x 100 ft. Original Composite Flexible Drywall Corner Bead
330,2 in. x 10 in. x 10 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
331,2 in. x 12 in. x 20 ft. #1 Cedar-Tone Ground Contact Pressure-Treated Lumber
332,Trinity Ivory 12 in. x 24 in. Matte Porcelain Stone Look Floor and Wall Tile (14 sq. ft./Case)
333,1/2 in. x 4-1/4 in. Carbon Steel Stainless Still Wedge Hex Head 46lbs. Wedge Anchor (25-Pack)
334,1 x 6 x 12 ft. Cinnamon Cove Enhance Deck Board Grooved Edge
335,1 in. x 10 ft. Gray Non-Metallic PVC Schedule 40-Conduit
336,3/8 in. Flexible Metal Conduit (FMC) AC Conduit Connector (100-Pack)
337,3/8 in. x 20 ft. 3 Rebar
338,34 in. x 80 in. White Right-Hand/Inswing Premium 6-Panel Steel Prehung Front Door with Brickmold
339,1 in. x 6 ft. to 20 ft. Enhance Basics Clam Shell Square Edge Composite Deck Board
340,6 in. x 10 ft. PVC Schedule 40 DWV PE Solid Core Pipe
341,2 in. x 12 in. x 12 ft. 2 Premium Grade Southern Yellow Pine Dimensional Lumber
342,10 in. x 40-Tooth General Purpose Circular Saw Blade Value Pack (2-Pack)
343,Enhance Naturals 1 in. x 6 in. x 20 ft. Rocky Harbor Grooved Edge Grey Composite Deck Board
344,F5.5S x 10 ft. White Aluminum Drip Edge Flashing
345,1 in. x 10 ft. Paper-Faced Inside Corner Bead
346,#10 x 3-1/2 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 10 lb. Box
347,#14 x 2-1/2 in. External Hex-Washer Head Drill-Point Screw (120-Pack)
348,8 in. L x 4 in. W x 2.25 in. H 60 mm Charcoal Concrete Holland Pavers
349,Black Rail Connector Bracket (4-Pack)
350,Outlast+ Paradise Jatoba 12 mm T x 5.2 in. W Waterproof Laminate Wood Flooring (13.74 sqft/case)
351,1 qt. Black Classic Interior Wood Stain
352,TrapEase 3 - 2-1/2 in. Color Match Deck Fastener - Spiced Rum (350 Pack)
353,2 in. x 8 in. x 10 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
354,"2-Piece 1.28 GPF High Efficiency Single Flush Round Toilet in White, Seat Included"
355,4x4 Post Sleeve Skirt
356,4 in. W Steel Metallic 1/2 in. Raised Round Cover with Open Ears 2-3/4 in. O.C. (1-Pack)
357,9 x 3 in. Tan Star Flat Head Wood Deck Screw (25 lbs. / 1543-Pieces)
358,8 x 1-3/4 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 1 lb. Box
359,2 in. x 6 in. x 10 ft. #2 Prime Cedar-Tone Ground Contact Pressure-Treated Lumber
360,10 x 4 in. Tan Star Flat Head Square Drive Deck Screw (1 lb. / 44-Piece)
361,"Performance 40 Gal. Tall 40,000 BTU Natural Gas Power Vent Water Heater with 6-Year Warranty"
362,LRUZ ZMAX Galvanized Slopeable Light Rafter U Joist Hanger for 2 in. x 6 in. Nominal Lumber
363,9 x 3 in. Red Star Flat-Head Wood Deck Screw (1 lb. / 73-Piece)
364,"Energy Efficient 7 ft. 8 in. to 10 ft. 3 in., 25.5 in. x 54 in. Insulated Aluminum Attic Ladder, 375 lbs. Load Capacity"
365,6 in. Goose Neck Vent Roof Cap in Black
366,3/4 in. x 4 ft. x 8 ft. Melamine White Particleboard Panel
367,18 lb. Easy Sand 20 Lightweight Setting-Type Joint Compound
368,Multi-Purpose Sponge (2- Sponges)
369,10 x 3-1/2 in. 2 Phillips Bugle Head Coarse Thread Coated Exterior Wood Screws 5 lb. Box
370,2 7/8 in. x 4 7/8 in. x 1 in. Dual Grit Fine/Medium Drywall Sanding Sponge (4-Pack)
371,Super S 4 ft. 7 in. Jack Post
372,2 in. x 2 in. x 8 ft. 1 Pressure-Treated Southern Pine Lumber
373,Quikrete 80 Lb Concrete Mix - Gray 4000 psi 110180
374,4 in. x 4 in. x 10 ft. 2 Pressure-Treated Ground Contact Southern Pine Wood Post
375,GAF Timberline Natural Shadow Asphalt Roof Shingles - Lifetime Limited Warranty Charcoal 0601180 (3 BD/SQ)
376,3/4 in. PVC Schedule. 40 90-degree MPT x S Street Elbow Fitting
377,24 oz. Gaps and Cracks Insulating Spray Foam Sealant
378,5/8 in. x 17-1/2 in. Carbide Auger Drill Bit for Wood and Nail-Embedded Wood
379,Enhance Naturals 1 in. x 6 in. x 16 ft. Coastal Bluff Grooved Edge Composite Deck Board
380,25 in. Single Sink White Bath Vanity with Cultured Marble Top (Assembled)
381,Traditional Collection Hand Shower Wall Elbow in Matte Black
382,2 in. x 3 in. x 8 ft. Select Kiln-Dried Whitewood Framing Stud Lumber
383,1/2 in. x 5-1/2 in. Zinc Steel Hex-Nut-Head Solid Concrete Wedge Anchors (25-Pack)
384,Hampton 30 in. W x 12 in. D x 12 in. H Assembled Wall Bridge Kitchen Cabinet in Satin White
385,3/8 in. x 2-1/2 in. Iron Pipe Size Flange Escutcheon Plate in Chrome-Plated Steel
386,9 x 2-1/2 in. Tan Torx Flat-Head Wood Deck Screws (25 lb./1823-Piece)
387,2-1/2 in. Torx Flat Undercut¬†# 10¬†Rocky Harbor Color-Match Composite Deck Screws 350-Count/Box
388,2 in. x 10 in. x 20 ft. 2 Standard Grade Fir Lumber
389,Courtland 30 in. W x 12 in. D x 36 in. H Assembled Shaker Wall Kitchen Cabinet in Polar White
390,"1x6-12' DecKorators Venture Composite Deck Board - Saltwater Grooved Edge (Actual Size: 15/16""x5-1/2"") 502496"
391,16 in. x 8 in. White Aluminum Under Eave Soffit Vent
392,PL 300 Foamboard 10 oz. Latex Construction Adhesive Blue Cartridge
393,"500 sq. ft. 36 in. Wide x 167 ft. Long x 7 mil Thick Aquabar ""B"" Tile Underlayment Roll"
394,Extra Power All-Purpose Easy Eraser Sponge (10-Sponges)
395,Courtland 24 in. W x 12 in. D x 30 in. H Assembled Shaker Wall Kitchen Cabinet in Polar White
396,Select 1 in. x 12 in. x 12 ft. Pebble Grey Capped Fascia Composite Decking Board
397,2 in. x 4 in. x 12 ft. 2 Premium Grade SPF Dimensional Lumber
398,LS 4-7/8 in. 18-Gauge ZMAX Galvanized Adjustable L Angle
399,3.5 in. Weed Barrier Landscape Fabric Garden Staples (75-Pack)
400,#9 x 2-1/2 in. Tan Star Flat Head Wood Deck Screw (25 lbs. / 1823-Pieces)
401,5/8 in. x 5-1/2 in. x 4 ft. Incense Cedar Dog-Ear Wood Fence Picket
402,2 in. x 6 in. x 16 ft. 2 Prime Cedar-Tone Pine Pressure-Treated Lumber
403,3-5/8 in. x 10 ft. 25-Gauge Steel Track
404,#6 x 1-5/8 in. #2 Phillips Reduced Bugle Head Coarse Thread Drywall Screws 25 lb. Box
405,4 in. x 4 in. x 8 in. Black Galvanized Steel Pre-Bent Step Flashing
406,32 in. x 80 in. 6-Panel Primed Right-Hand Inswing Steel Prehung Front Door w/Brickmould
407,2 in. x 4 in. x 10 ft. #2 Prime Cedar-Tone Southern Pine Pressure-Treated Lumber
408,Hardie Trim HZ5 1 in. x 3.5 in. x 12 ft. Statement Collection Arctic White Smooth Fiber Cement Trim Board
409,3/4 in. NPT x 42 in. 3-Section Aluminum Anode Rod
410,R- 19 Faced Fiberglass Insulation Roll 15 in. x 39.2 ft. (1 Roll)
411,2 in. x 6 in. x 16 ft. #2 Premium Grade SPF Dimensional Lumber
412,WM126 1/2 in. D x 3/4 in. W x 144 in. L Primed Finger-Jointed Pine Wood Base Shoe Moulding Pack (12-Pieces)
413,ProSTUD 20 3-5/8 in. x 12 ft. 20-Gauge EQ Galvanized Steel Wall Framing Stud
414,"Performance 75 Gal. Tall 76,000 BTU Natural Gas Water Heater with 6-Year Warranty"
415,1/4 in. x 4 ft. x 8 ft. BC Sanded Pine Plywood
416,8 in. x 8 in. x 16 in. Concrete Cored Block Chckoff
417,Cradle Rock Oak 12 mm T x 8 in. W Waterproof Laminate Wood Flooring (15.9 sqft/case)
418,2 in. x 4 in. x 20 ft. SPF #2 Standard Grade Dimensional Lumber
419,1 in. Copper Pressure Cup x MIP Male Adapter Fitting
420,LP 440 Series Application as 4 x 8 Cedar Texture Trim Engineered Treated Wood Siding
421,"55 lbs. High-Performance, Fast-Setting Mortar Mix"
422,32 sq. ft. 3/16 in. x 48 in. x 96 in. Beadboard White True Bead Panel
423,6 in. x 6 in. x 10 ft. 2 Ground Contact Cedar-Tone Pressure-Treated Timber
424,12-Pack 3-1/2 in. x 5/8 in. Radius Oil-Rubbed Bronze Squeak-Free Butt Door Hinge
425,Hardie Trim HZ5 0.75 in. x 2.5 in. x 12 ft. Statement Collection Arctic White Smooth Fiber Cement Batten Trim
426,12 inch Rough In Two-Piece 1.28 GPF Single Flush Round Toilet in White Seat Included
427,"1x6-16' Trex Transcend Lineage Composite Deck Board - Biscayne Grooved Edge (Actual Size: .94""x5-1/2"") BC010616TLG01"
428,15/32 in. x 4 ft. x 8 ft. Southern Yellow Loblolly Pine 3-Ply Rated Sheathing
429,Poplar 1 in. W x 4 ft. L Carpet Tack Strip for Concrete Subfloors (100-Pack)
430,#8 x 1-1/2 in. Interior Flat Head Wood Screws Construction Framing Torx T-Star Plus (197 Each) 1 LB Bit Included
431,Select 1 in. x 5-1/2 in. x 12 ft. Saddle Grooved Edge Capped Composite Decking Board
432,5/8 in. x 4 ft. x 12 ft. Firecode X Drywall (69457
433,1 in. x 6 ft. Foam Semi-Slit Pipe Insulation
434,Trex Transcend 4x4 Black Post Sleeve Skirt
435,"4 in. W x 2-1/8 in. D Steel Metallic 2-Gang Square Switch Box, Six 1/2 in. KO's, Two 3/4 KO's and Four CKO's"
436,8 in. Wood Composite Eco Shim (12-Bundle)
437,Tear Away 1.25 in. x 10 ft. Vinyl Drywall 3.25 in. Corner Bead Trim
438,5-1/4 in. Plastic Post  Pipe Multi Level
439,8 in. x 1/2 in. Copper PEX-B Barb Stub-Out 90-Degree Elbow with Flange
440,5/4 in. x 6 in. x 8 ft. Ground Contact Pressure-Treated Premium Southern Yellow Pine Decking Board
441,1/2 in. Brass Push-to-Connect x 3/4 in. Male Hose Thread Washing Machine Outlet Box
442,UltraLight 1/2 in. x 4 ft. x 8 ft. Gypsum Board
443,2 in. x 4 in. x 96 in. #2 Premium Grade KD-HT Stud
444,ProPress 3/4 in. Press Copper 45¬? Elbow
445,PSCL 7/16 in. 20-Gauge Galvanized Panel Sheathing Clip (50-Qty)
446,"PVC S&D Cleanout Plug, 4 in. MPT"
447,Summit 1 in. x 6 in. x 20 ft. Boulder Brown Square Edge Composite Deck Board
448,2 in. x 164 ft. HomeWrap Housewrap Installation Tape (328 Sq.Ft)
449,McClure 12 inch Rough In One-Piece 1.1 GPF/1.6 GPF Dual Flush Elongated Toilet in White Seat Included
450,Classic 500 60 in. x 30 in. Alcove Deep Soaking Bathtub with Left Drain in High Gloss White
451,1/2 in. Galvanized Flat Washer (50-Pack)
452,Seal-A-Ridge Pewter Gray Hip and Ridge Shingles (25 linear. ft. per Bundle)
453,Venture 1 in. x 6 in. x 12 ft. Saltwater Gray Grooved Edge Composite Deck Board
454,3-1/4 in. x 0.131 in. 30¬? Paper Collated Bright Coated Smooth Shank Offset Round Head Nails 4000 per Box
455,Singapore Square Matte Black Bed/Bath Door Handle with Microban and Lock
456,2 in. x 8 in. x 20 ft. #1 Pressure Treated Pine Lumber
457,#8 x 1-5/8 in. Red Star Flat-Head Wood Deck Screw (1 lb. / 147-Piece)
458,24 in. x 80 in. 2 Panel Carrara Primed White Smooth Hollow Core Molded Single Slab Interior Door
459,20 ft. x 100 ft. Clear 6 mil Plastic Sheeting
460,5/8 in. x 1-1/2 in. x 12.6 ft. Khaki J-Channel
461,8 1-5/8 in. Black Exterior Self-Starting Torx Drive Flat-Head Deck Screw (5 lbs. / 735-Piece)
462,36 in. x 80 in. 6-Panel Primed Steel Prehung Left-Hand Inswing Front Door w/Brickmould
463,R-19 Faced Fiberglass Insulation Batt 15.25 in. x 93 in. (1 Bag)
464,5/4 in. x 6 in. x 16 ft. Premium Ground Contact Pressure-Treated Lumber
465,7-1/4 in. Steel Demon Cermet II Circular Saw Blade for Metal and Stainless Steel Cutting
466,1/2 in.-13 tpi Galvanized Hex Nut (50-Pack)
467,LP SmartSide Cedar Texture Trim Engineered Treated Wood Siding Application as 4/4 in. 6 in. x 16 ft.
468,"4 in. H x 1-7/8 in. D Steel Metallic 1-Gang Welded Extension Ring with Eight 1/2 in. KOs, 1-Pack"
469,Select 1 in. x 12 in. x 12 ft. Pebble Grey Composite Deck Fascia Board
470,R-15 Comfortbatt 3-1/2 in. x 15 in. x 47 in. Fire Resistant Stone Wool Insulation Batt (59.7 sq. ft.)
471,White Melamine Wood Shelf 11.75 in. D x 97 in. L
472,Enhance Basics 1 in. x 12 in. x 12 ft. Clam Shell Composite Deck Fascia Board
473,6 x 1-5/8 in. 2 Phillips Bugle Head Coarse Thread Sharp Point Drywall Screws 25 lb. bucket
474,2-1/2 in. x 10 ft. Ware Wall Track 25 Gauge
475,5/8 in. x 3-1/2 in. x 171 in. Primed Finger-Jointed Pine Wood Casing Molding Pro-Pack (6-Pack)
476,10 x 2-1/2 in. Brown Star Pan-Head Wood Deck Screws (1 lb. / 71-Piece)
477,60 sq. in. NFA Brown Aluminum Slant Back Static Roof Vent
478,1/2 in. Copper Tube Strap (5-Pack)
479,"27.75 in. x 61.25 in. 50 Series White Double Hung Low-E Argon Glass Vinyl Replacement Window, Screen Incl"
480,2 in. x 4 in. x 8 ft. 2 Standard Grade SPF Dimensional Lumber
481,1/4 in. x 1 in. 18-Gauge Glue Collated Crown Staple (2500 Pieces)
482,2 in. x 8 in. x 18 ft. GDF #2 Standard Grade Dimensional Lumber
483,12 in. x 6 in. 1-Way Steel Adjustable Wall/Ceiling Register in White
484,1/2 in. x 300 ft. Red PEX-B Pipe
485,0.33 HP Special + Battery Backup Sump Pump System
486,E-Z Spike Black Powder-Coated Post- Base Spike for 4x4 Nominal Lumber
487,2 in. x 12 in. x 8 ft. #2 Prime Cedar-Tone Ground Contact Pressure-Treated Lumber
488,12 in. x 12 in. Kwik-Plug Roof Repair Patch
489,18mm - Sande Plywood ( 3/4 in. Category x 4 ft. x 8 ft.; Actual: 0.709 in. x 48 in. x 96 in.)
490,Strong-Drive 3 in. x 0.148 in. SCN Smooth-Shank HDG Connector Nail (250-Pack)
491,15.75 in. x 15.75 in. x 1.75 in. Gray Concrete Step Stone
492,2 in. x 4 in. x 18 ft. SPF 2 Standard Grade Dimensional Lumber
493,2 in. x 4 in. x 92-5/8 in. #2 Standard Grade SPF Stud
494,1 in. x 6 in. x 20 ft. Enhance Naturals Foggy Wharf Composite Square Deck Board
495,4 in. x 4 in. x 48 in. Classic White Composite Post Sleeve
496,Elmbrook 60 in. x 30.25 in. Soaking Bathtub with Right-Hand Drain in White
497,2 in. x 12 in. x 8 ft. 2 Prime Ground Contact Pressure-Treated Lumber
498,2 in. x 4 in. x 96 in. 2 Premium Grade KD-HT Stud
499,10 x 3-1/2 in. Tan Star-Flat Head Wood Deck Screw (1 lb. / 56-Piece)
500,Venture 1 in. x 6 in. x 12 ft. Sandbar Brown Square Edge Composite Deck Board
501,2 in. x 8 in. x 12 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
502,2 in. x 4 in. x 16 ft. #2 Premium Grade SPF Dimensional Lumber
503,2 in. x 12 in. x 24 ft. FIR #2 Standard Grade Dimensional Lumber
504,Select 1 in. x 5-1/2 in. x 12 ft. Pebble Grey Grooved Edge Capped Composite Decking Board
505,4 in. x 6 in. x 12 ft. #2 Pressure-Treated Ground Contact Southern Pine Timber
506,1-Gang Square Mud Ring (52C13-50R)
507,Enhance Basics 1 in. x 6 in. x 12 ft. Clam Shell Grooved Edge Grey Composite Deck Board
508,2 in. x 4 in. x 96 in. Premium Kiln-Dried Whitewood Stud
509,1 in. x 8 in. x 16 ft. Primed Finger-Joint Board
510,Select 1 in. x 5-1/2 in. x 20 ft. Pebble Grey Grooved Edge Capped Composite Decking Board
511,HardieBacker with HydroDefense Technology 1/2 in. x 3 ft. x 5 ft. Waterproof Cement Backer Board
512,1/2 in. x 4 ft. x 12 ft. UltraLight Mold Tough Drywall
513,1-1/4 in. x 4 in. Plastic Pipe Boot Flashing
514,3/8 in. x 20 ft. #3 Rebar
515,2 in. x 12 in. x 16 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
516,60 lb. Concrete Mix (929514)
517,2 in. x 12 in. x 16 ft. #2 Premium Grade Southern Yellow Pine Dimensional Lumber
518,Courtland 36 in. W x 12 in. D x 12 in. H Assembled Shaker Wall Bridge Kitchen Cabinet in Polar White
519,1 in. x 6 in. x 12 ft. 2 Tongue and Groove Pattern Whitewood Common Softwood Board
520,4 in. x 4 in. x 10 ft. #2 Ground Contact Cedar-Tone Pressure-Treated Timber
521,1/2 in. Plastic PEX-B Barb 90-Degree Elbow Pro Pack (65-Pack)
522,5/8 in. x 4 ft. x 9 ft. Firecode X Drywall
523,28 in. x 80 in. 6 Panel Colonist Primed Right-Hand Textured Molded Composite Single Prehung Interior Door
524,Enhance Basics 1 in. x 12 in. x 12 ft. Clam Shell Composite Grey Fascia Deck Board
525,7-1/4in. x 44-Teeth TrexBlade Circular Saw Blade for Composites and Plastic
526,1/2 in. x 4 ft. x 8 ft. MDF Panel
527,"2-3/8""x250' FibaTape Extra-Strength Self-Adhesive Drywall Joint Tape - Roll FDW8666-U"
528,4 in. x 4 in. x 12 ft. #2 Pressure-Treated Ground Contact Southern Pine Timber
529,R- 30 Unfaced Fiberglass Insulation Roll 23 in. x 25 ft. (1 Roll)
530,15 in. x 47 in. R15 Thermafiber Fire and Sound Guard Plus Mineral Wool Insulation Batt
531,16.9 fl. oz. Purified Drinking Water (24-Pack)
532,1/2 in. and 3/4 in. 2-in-1 PEX Pipe J-Hook Pipe Support Pro Pack (40-Pack)
533,4 in. x 4 in. x 6 ft. 2 Ground Contact Pressure-Treated Timber
534,"WhisperThin DC LED Pick-A-Flow 80 -100 CFM Ceiling/Wall Bathroom Exhaust Fan, 3-3/8 in. Low Profile Housing"
535,4 ft. x 8 ft. Pressure-Treated Parana Pine Wood Flat Top Horizontal Privacy Fence Panel
536,30 in. x 80 in. 2-Panel Right Hand Smooth Hollow Core White Carrara Primed Molded Single Prehung Interior Door
537,6 x 1 5/8 in. Pillips Scavenger Head Coarse Thread Drywall Screws (20 lb. box)
538,4 in. PVC DWV 45-Degree Hub x Hub Elbow
539,12 oz. Insulating Spray Foam Sealant Dispensing Gun Cleaner
540,F5.5S x 10 ft. Black Aluminum Drip Edge Flashing
541,2 in. x 3 in. PVC DWV Pipe Increaser Reducer
542,2 in. x 4 in. x 16 ft. 2 Prime Cedar-Tone Ground Contact Pressure-Treated Southern Yellow Pine Lumber
543,"1x6-20' DecKorators Venture Composite Deck Board - Saltwater Grooved Edge (Actual Size: 15/16""x5-1/2"") 502496"
544,FibaTape Extra-Strength 2-3/8 in. x 250 ft. Self-Adhesive Mesh Drywall Joint Tape
545,2 in. x 4 in. x 10 ft. Prime KD Whitewood Stud
546,5/8 in. x 4 ft. x 8 ft. Fire Resistant Gypsum Board
547,6 ft. H x 8 ft. W Pressure-Treated Pine Shadowbox Wood Fence Panel
548,2 in. x 4 in. x 10 ft. #2 Premium Grade SPF Dimensional Lumber
549,Hardie Panel HZ5 48 in. x 120 in. Statement Collection Iron Gray Smooth Fiber Cement Panel Siding
550,LUS Galvanized Face-Mount Joist Hanger for 2x4 Nominal Lumber
551,TimberLOK Structural Wood Screws - 8 inch wood screws with hex head - Black (50 Pack)
552,1-3/4 in. x 14 in. x 20 ft. LVL (1008593288)
553,3/16 in. x 4 ft. x 8 ft. WHITE TRUE BEAD PANEL
554,50 lb. Premium Play Sand
555,Decorative Faux Stone 60 ft. x 2.7 in. Brown Plastic No-Dig Landscape Edging Kit
556,2 in. x 4 in. x 10 ft. #2 Standard Grade SPF Dimensional Lumber
557,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack)
558,50 lb. Commercial Grade Medium Sand
559,10 ft. Aluminum Gutter Apron Flashing in Birch White
560,Hardie Plank HZ5 7.25 in. x 144 in. Statement Collection Arctic White Cedarmill Fiber Cement Lap Siding
561,20 in. x 20 in. Gray Step Stone
562,1-1/4 in. x 8 ft. Quicksilver Metal Corner Bead Drywall
563,8 x 3 in. 2 Phillips Bugle Head Coarse Thread Drywall Screws 5 lb. Box
564,2 in. x 3 in. x 8 ft. #2  Select Grade Dimensional Lumber
565,Sterling Oak 22 MIL x 8.7 in. W x 48 in. L Click Lock Waterproof Luxury Vinyl Plank Flooring (20.1 sqft/case)
566,1x6-16' Enhance Naturals Rocky Harbor Composite Groove Deck Board
567,3 in. x 3/4 in. White Outside Corner Post
568,5/8 in. x 4 ft. x 10 ft. Firecode X Drywall
569,2 in. x 6 in. x 8 ft. No. 2 Prime Pressure-Treated Ground Contact Southern Pine Lumber
570,Hardie Plank HZ5 7.25 in. x 144 in. Statement Collection Monterey Taupe Cedarmill Fiber Cement Lap Siding
571,5/8 in. x 5-1/2 in. x 6 ft. American Western Red Cedar Dog-Ear Fence Picket
572,6 in. x 6 in. x 12 ft. 2 Ground Contact Cedar-Tone Pressure-Treated Timber
573,"20 x 20 x 4 Pleated Air Filter FPR 10, MERV 12"
574,23/32 in. x 4 ft. x 8 ft. BC Sanded Pine Plywood
575,2 in. x 1-1/2 in. x 2-3/4 in. Galvanized Angle
576,1-1/4 in. x 12 in. White Plastic Slip-Joint Sink Drain Extension Tube
577,#6 x 1-5/8 in. #2 Phillips Bugle Head Coarse Thread Drywall Screw 1 lb. Box
578,2 in. x 4 in. x 96 in. 2-Premium Grade KD-HT Stud
579,6 in. Stainless Steel Flat Cleanout Cover Plate
580,#9 x 3 in. Star Drive Dual Flat Head Coarse Thread Construction Screws 1 lb. Box
581,F5.5S x 10 ft. Bronze Aluminum Drip Edge Flashing (756880)
582,9/16 in. x 3-1/2 in. x 144 in. Pine Primed Finger-Jointed Base Moulding Propack (10-Pack)
583,500 ft. 14-Gauge Red Solid CU THHN Wire
584,#8 x 1-5/8 in. Tan Star Flat-Head Wood Deck Screw (5 lbs. / 619-Piece)
585,"BCS Galvanized Post Cap for Double 2x Beam, 4x Post"
586,FeltBuster 1000 sq. ft. Synthetic Roofing Underlayment Roll
587,3 in. Carbide Grit Multi-Material Cut-Off Wheel
588,500 ft. 12 Black Stranded CU THHN Wire
589,1/4 in. x 4 ft. x 8 ft. Drywall
590,1.89 in. x 120 yd. 300 Heavy-Duty Duct Tape in Silver (2-Pack)
591,Pelican 12 MIL x 7 in. W x 48 in. L Waterproof Click Lock Luxury Vinyl Plank Flooring (23.8 sq.ft./Case)
592,Enhance Naturals 1 in. x 6 in. x 16 ft. Foggy Wharf Grooved Edge Composite Deck Board
593,#9 x 3 in. Star Drive Dual Flat Head Gold Coarse Construction Screws 5 lb. Box
594,10in. x 40-Tooth General Purpose Saw Blade for Wood
595,1-1/4 in. x 9-Gauge 12-penny Exterior Galvanized Barbed Shank Steel Joist Hanger Nails 5 lb. Box
596,"""2.35""""x1.95""""x10' Amerimax Aluminum F5 Drip Edge - Brown 5511719120"""
597,Hardboard Tempered Panel (Common: 3/16 in. x 4 ft. x 8 ft.; Actual: 0.175 in. x 48 in. x 96 in.)
598,Maxted 24 in. Wall Mount Towel Bar Bath Hardware Accessory in Matte Black
599,Tri-Ply #75 Base Sheet 3 ft. x 98 ft. (300 sq. ft. Net) Membrane Roll for Low Slope Roofs
